MCC,ZIPCode,Currency,CardType,Device,Flag
8044,182,3,1,1,Fraud
9254,141,1,1,3,Fraud
7917,266,1,2,2,Normal
1872,145,3,1,3,Fraud
9261,120,3,2,1,Fraud
7601,226,2,3,1,Fraud
1865,189,3,3,1,Fraud
4960,246,2,3,2,Normal
4273,30,2,2,2,Fraud
3686,180,2,2,1,Fraud
6693,281,2,3,3,Fraud
7079,78,2,3,1,Normal
6355,309,2,1,3,Fraud
4656,4,1,3,1,Fraud
6008,63,1,2,1,Normal
8901,312,3,2,1,Normal
4060,162,1,3,1,Fraud
4536,244,3,2,3,Fraud
1655,112,1,2,2,Fraud
5419,226,1,3,1,Normal
1199,223,1,1,1,Fraud
6058,41,2,3,2,Normal
6282,204,3,3,3,Fraud
3752,316,3,3,2,Normal
6545,311,1,1,1,Normal
1593,37,2,3,2,Normal
4388,185,3,2,1,Fraud
8441,68,1,1,2,Fraud
7677,143,2,3,1,Fraud
4378,64,2,2,1,Normal
5152,11,1,1,1,Normal
3556,225,2,2,2,Normal
9426,6,2,2,1,Normal
2244,153,3,2,1,Normal
8349,308,1,1,2,Fraud
6973,174,1,2,2,Normal
7654,74,2,1,1,Fraud
1695,42,2,2,1,Fraud
6444,187,2,3,2,Fraud
4316,250,3,2,3,Normal
8465,272,2,1,3,Fraud
5711,62,1,3,3,Fraud
4157,97,2,2,1,Fraud
7336,4,2,2,2,Fraud
1490,16,2,2,1,Normal
7971,99,2,1,3,Normal
9942,183,1,3,2,Fraud
3150,38,2,1,3,Normal
6824,270,3,3,3,Fraud
4661,113,2,2,2,Fraud
5612,185,3,1,1,Fraud
3377,101,1,2,3,Fraud
5899,313,1,2,3,Normal
6420,77,1,2,1,Normal
5599,183,2,1,3,Normal
4767,34,3,3,1,Normal
1410,220,3,2,1,Normal
8355,113,3,1,1,Normal
7522,311,3,1,1,Fraud
1208,111,1,3,2,Fraud
5303,32,3,3,3,Fraud
9940,275,3,2,2,Normal
1886,297,2,2,1,Normal
5776,8,1,1,1,Fraud
3530,72,2,3,1,Fraud
4977,135,2,3,1,Fraud
9893,43,2,1,1,Fraud
6596,138,3,1,2,Normal
3188,180,1,1,2,Fraud
6618,108,3,1,1,Normal
8151,157,2,1,1,Normal
1029,296,3,3,1,Fraud
6366,189,1,2,1,Fraud
4470,93,3,2,3,Fraud
9950,91,3,3,3,Fraud
4250,31,1,2,3,Fraud
8078,277,3,2,3,Normal
6575,24,3,2,1,Normal
3273,36,3,2,2,Fraud
4805,89,1,3,2,Normal
2509,105,2,2,1,Normal
5975,313,3,2,2,Normal
3433,203,2,2,1,Normal
4332,146,1,1,1,Fraud
8587,212,3,2,1,Fraud
5273,159,3,2,3,Normal
8835,90,1,1,1,Normal
6927,298,2,3,3,Fraud
2875,295,1,2,2,Normal
4711,18,1,2,3,Normal
7955,51,1,1,1,Normal
1421,208,2,1,2,Normal
4491,16,3,2,3,Fraud
7494,34,3,3,1,Fraud
2108,248,3,2,3,Normal
8321,167,2,1,2,Fraud
1693,152,1,1,2,Fraud
4474,60,1,1,3,Fraud
4988,213,2,2,1,Fraud
2777,191,1,1,3,Fraud
1916,13,1,3,3,Fraud
3978,146,1,3,2,Fraud
4419,54,1,3,2,Fraud
6058,31,2,3,3,Fraud
3458,11,3,3,2,Normal
5460,54,3,3,2,Fraud
1721,92,3,1,3,Normal
8326,147,1,1,1,Normal
5173,247,1,2,1,Normal
5566,26,2,3,3,Fraud
6397,74,3,3,3,Fraud
3184,75,2,1,1,Normal
3818,263,2,2,3,Normal
4992,168,2,2,1,Normal
5080,10,3,1,1,Normal
8409,298,3,1,3,Fraud
1165,129,1,1,1,Fraud
7990,189,1,1,3,Fraud
6921,267,3,1,2,Fraud
2634,112,3,2,1,Normal
9396,177,2,2,2,Fraud
7506,297,1,3,3,Fraud
4308,6,1,1,1,Normal
9539,137,1,1,2,Normal
2884,7,3,3,3,Fraud
1141,271,2,2,3,Normal
6509,173,3,1,2,Fraud
9418,143,1,1,3,Fraud
4101,178,2,1,1,Fraud
4563,122,1,1,2,Fraud
8046,235,2,3,1,Normal
9994,249,3,1,3,Fraud
4737,168,3,3,1,Fraud
1339,92,1,2,1,Normal
9256,110,3,1,1,Normal
8955,227,2,2,3,Fraud
9994,143,3,2,2,Fraud
7120,189,1,2,1,Fraud
5191,229,1,2,3,Normal
6053,134,2,2,3,Normal
5859,205,1,1,3,Fraud
6593,260,3,1,2,Normal
5276,216,1,1,3,Normal
1972,256,2,1,3,Normal
7050,268,3,2,1,Fraud
4519,113,2,3,1,Fraud
4275,104,2,1,2,Fraud
4569,260,3,1,3,Normal
9509,275,1,1,3,Normal
9546,93,2,2,1,Normal
4426,242,2,3,2,Normal
5900,70,3,3,1,Fraud
5178,82,2,2,3,Normal
2856,183,1,2,2,Fraud
9748,246,3,3,1,Normal
1439,101,1,3,2,Fraud
1709,130,3,2,3,Fraud
8401,133,3,2,2,Normal
5483,3,2,3,1,Fraud
7387,82,2,2,2,Fraud
8160,170,2,2,2,Normal
7588,138,3,2,2,Fraud
2641,121,3,1,2,Fraud
1310,66,1,1,3,Fraud
6519,193,1,1,2,Fraud
3868,103,3,1,1,Normal
2812,281,2,3,1,Fraud
5133,228,1,2,2,Normal
2845,25,1,2,1,Normal
7133,83,1,1,2,Fraud
6532,143,2,3,1,Normal
2735,208,3,3,3,Normal
6432,228,2,3,3,Normal
3508,109,1,3,3,Normal
5771,243,2,3,3,Normal
4073,16,2,3,1,Normal
9948,127,2,2,2,Fraud
1087,152,3,2,2,Normal
9902,86,2,3,1,Fraud
4820,307,2,3,3,Normal
3027,69,3,1,2,Fraud
9936,172,2,2,1,Normal
2932,246,2,1,2,Normal
5484,200,2,1,2,Fraud
5623,206,2,3,2,Fraud
2959,302,1,3,3,Normal
4002,181,3,2,1,Fraud
3686,232,2,2,1,Normal
8959,78,3,1,2,Fraud
5170,30,1,3,2,Normal
1301,17,3,1,2,Normal
5173,198,1,2,1,Normal
2862,167,1,1,1,Normal
5585,86,2,2,3,Fraud
5998,169,3,3,3,Fraud
5482,230,2,3,3,Normal
5137,23,2,1,2,Normal
4498,276,1,3,1,Fraud
1487,60,1,2,3,Fraud
7980,97,3,2,3,Fraud
6533,67,2,2,1,Normal
4311,65,1,2,3,Fraud
4566,305,3,3,1,Fraud
8109,278,1,1,2,Normal
4843,176,1,2,2,Normal
3273,58,2,1,2,Normal
3288,39,3,2,3,Normal
1231,286,1,2,1,Normal
4615,24,1,3,3,Fraud
2388,251,3,1,1,Fraud
7261,145,1,3,1,Normal
2753,170,1,3,1,Normal
1424,198,1,3,1,Normal
7715,13,3,2,3,Normal
3873,49,3,2,2,Fraud
4573,165,2,1,2,Normal
1418,120,2,2,2,Normal
6309,197,1,2,3,Fraud
3638,196,3,3,1,Fraud
3225,85,2,1,2,Fraud
2543,96,2,3,2,Fraud
3921,178,2,3,3,Normal
6572,24,3,1,3,Fraud
8686,153,1,2,2,Normal
6373,181,1,1,3,Normal
1700,112,1,1,3,Normal
5278,19,3,1,1,Normal
8760,222,3,3,1,Normal
3359,7,1,1,2,Normal
2708,89,1,1,3,Normal
4697,156,2,1,2,Normal
5972,287,2,1,2,Normal
7922,305,3,2,1,Normal
4033,75,1,2,1,Fraud
3209,59,3,1,3,Normal
4850,79,3,3,2,Fraud
4183,116,1,1,1,Normal
5704,198,3,3,2,Normal
4095,151,3,1,3,Fraud
4390,203,3,2,1,Fraud
7531,106,3,2,3,Fraud
6719,160,3,2,2,Normal
3772,79,1,1,2,Fraud
7581,259,3,2,3,Fraud
1991,292,1,2,3,Fraud
3667,35,3,1,1,Fraud
6446,73,2,2,3,Fraud
3248,115,3,3,3,Fraud
3860,174,1,3,2,Fraud
7420,57,2,1,2,Normal
2023,238,1,2,3,Normal
6708,72,1,1,1,Fraud
4498,196,1,2,2,Normal
4119,23,3,2,3,Fraud
1158,128,3,3,1,Normal
8303,194,1,3,2,Normal
1687,286,2,2,3,Fraud
9110,310,1,3,2,Fraud
7205,176,1,3,2,Fraud
9197,142,2,1,2,Normal
8315,300,3,2,1,Fraud
7087,168,2,3,2,Normal
9368,230,3,2,2,Fraud
9539,245,1,3,1,Normal
9017,101,1,2,1,Normal
6095,171,1,2,3,Normal
1528,106,2,2,3,Fraud
6514,244,2,1,3,Fraud
5414,144,3,1,2,Fraud
4673,92,3,3,2,Normal
9525,138,3,2,1,Fraud
7317,94,3,3,1,Normal
2041,21,2,2,3,Normal
4446,225,2,2,1,Fraud
8411,272,3,2,1,Fraud
7610,72,3,1,3,Fraud
3981,7,1,3,1,Fraud
7173,284,2,2,3,Fraud
6671,28,3,2,3,Fraud
2876,216,1,2,3,Fraud
4658,178,2,1,3,Fraud
9856,32,2,1,3,Normal
1724,99,2,2,3,Fraud
9998,257,1,1,1,Normal
1008,72,1,1,1,Fraud
9022,8,2,2,3,Normal
4035,139,1,3,3,Fraud
7231,266,2,1,1,Fraud
4658,172,2,3,3,Fraud
6425,22,2,3,2,Normal
9160,179,3,1,1,Fraud
6555,133,1,1,2,Normal
9934,254,1,2,1,Fraud
4994,279,2,2,3,Normal
6338,29,3,1,2,Normal
9877,173,1,3,2,Normal
3152,4,2,3,1,Fraud
6463,314,3,2,3,Normal
5440,19,3,1,3,Normal
7874,168,1,2,3,Fraud
6408,141,2,2,2,Fraud
1847,298,1,2,2,Normal
5454,181,1,1,3,Fraud
7731,105,3,1,3,Normal
3084,173,1,3,3,Fraud
9973,95,3,2,2,Normal
4208,262,3,2,2,Normal
7678,215,3,2,2,Normal
4348,209,1,3,1,Normal
3196,312,1,1,2,Normal
2397,57,3,1,2,Normal
6831,239,1,3,3,Normal
8291,59,3,2,1,Fraud
4211,249,2,3,3,Fraud
3063,229,1,1,1,Fraud
2250,27,1,1,2,Fraud
7130,170,2,1,2,Fraud
6497,230,3,2,2,Normal
8823,16,2,2,3,Fraud
1915,152,2,1,3,Normal
7816,76,1,2,3,Normal
5794,30,3,1,3,Fraud
5638,289,1,1,2,Normal
2445,271,1,2,2,Fraud
6194,5,2,1,3,Normal
3378,299,2,1,3,Normal
8247,293,3,1,3,Normal
7048,133,3,1,1,Normal
3824,267,1,2,1,Normal
2060,113,3,3,2,Normal
3688,128,2,2,3,Fraud
1734,297,3,1,1,Fraud
3738,238,2,2,1,Normal
9277,300,2,1,1,Fraud
3480,32,1,3,1,Normal
6392,281,3,2,3,Normal
3493,72,3,3,2,Normal
1629,255,1,1,1,Normal
3042,179,3,1,1,Fraud
2953,43,3,1,1,Normal
1021,200,1,3,3,Fraud
7656,252,3,3,1,Fraud
2630,61,3,1,2,Fraud
4019,83,3,1,1,Fraud
3413,135,3,2,2,Fraud
8164,184,1,2,2,Fraud
8853,172,2,2,2,Normal
5789,190,3,1,2,Fraud
5935,133,2,1,2,Fraud
7449,218,3,2,1,Normal
3892,143,1,2,2,Normal
5002,247,2,1,2,Normal
9724,228,1,2,2,Fraud
9543,129,1,3,1,Normal
5927,170,3,1,2,Fraud
7489,305,1,3,1,Normal
2567,48,1,2,3,Fraud
8031,252,1,2,1,Fraud
6874,302,2,1,1,Fraud
1179,45,3,2,2,Fraud
8488,236,1,3,3,Fraud
7422,277,1,1,1,Normal
1427,173,2,2,2,Normal
8181,294,2,1,1,Fraud
1442,126,2,3,2,Normal
7129,158,1,3,2,Normal
5484,278,1,1,3,Fraud
5495,287,3,2,2,Fraud
2351,104,1,3,1,Normal
6233,160,2,2,3,Fraud
5168,25,1,3,1,Normal
6368,69,1,2,2,Fraud
3797,316,3,3,2,Fraud
7761,258,1,1,3,Normal
9616,71,1,1,3,Fraud
6569,14,1,2,1,Normal
6610,125,1,1,3,Normal
3487,212,2,2,2,Normal
8785,305,2,3,3,Normal
6739,191,2,3,3,Fraud
8352,100,3,2,2,Fraud
5883,293,3,3,2,Normal
6625,23,2,3,2,Fraud
1538,56,1,1,3,Normal
7492,41,2,2,3,Normal
5882,59,2,2,2,Fraud
7828,262,1,1,2,Fraud
5565,167,1,3,2,Normal
5733,83,2,3,1,Normal
3771,135,3,2,2,Fraud
7150,201,3,1,2,Fraud
3641,55,2,2,2,Fraud
9381,190,3,2,1,Fraud
6963,197,2,3,1,Normal
5095,97,2,3,3,Fraud
5656,112,3,1,2,Fraud
5397,229,2,2,2,Fraud
2796,211,2,3,3,Normal
4107,127,3,2,3,Fraud
7127,131,3,3,2,Normal
3330,63,1,2,2,Normal
8753,37,1,2,1,Normal
1923,104,2,3,2,Fraud
1730,191,2,1,1,Normal
2969,207,3,1,2,Normal
2767,102,2,3,3,Normal
2908,291,2,3,3,Fraud
1956,181,1,1,2,Fraud
5708,195,2,1,2,Normal
5013,209,2,1,1,Fraud
2434,193,3,3,3,Normal
5944,170,1,2,1,Fraud
6269,181,1,2,3,Fraud
6655,114,3,1,3,Fraud
6933,123,1,3,3,Normal
5433,299,1,1,3,Normal
9604,231,2,2,2,Fraud
3594,143,3,1,3,Fraud
2102,307,2,1,3,Normal
3216,280,1,3,1,Normal
4281,209,3,3,2,Normal
9249,160,3,3,3,Fraud
3862,52,1,1,1,Normal
3179,308,2,1,3,Fraud
7960,245,3,1,3,Fraud
8838,84,3,1,3,Normal
9942,131,3,3,3,Fraud
6406,275,3,1,3,Normal
8588,23,2,1,3,Fraud
6789,187,2,1,2,Normal
5244,300,1,3,2,Normal
8754,310,3,3,3,Fraud
1259,149,2,1,3,Fraud
4757,36,1,3,1,Normal
2004,107,1,2,2,Normal
4123,134,2,2,1,Fraud
8475,32,3,3,1,Normal
3784,155,3,3,2,Fraud
5167,146,1,1,1,Normal
9742,118,1,3,1,Fraud
8912,142,3,1,3,Normal
4869,253,1,2,3,Fraud
2704,76,2,1,3,Normal
4665,97,1,3,1,Normal
6831,152,2,2,3,Fraud
5282,49,1,2,1,Normal
6058,64,3,3,3,Normal
9984,297,1,1,2,Normal
4830,315,2,3,1,Normal
2887,244,1,3,3,Fraud
5915,257,2,3,2,Normal
1840,16,1,1,3,Normal
5131,133,3,3,2,Fraud
6107,87,1,3,2,Fraud
9926,162,1,2,2,Fraud
9999,311,3,2,2,Normal
9776,68,3,2,3,Fraud
8756,228,2,2,3,Fraud
5566,115,2,2,1,Fraud
8276,259,2,1,3,Fraud
3149,203,3,2,3,Normal
6717,270,3,2,2,Normal
5951,299,1,3,3,Normal
2572,262,1,1,2,Fraud
9782,54,3,3,3,Fraud
2719,92,1,1,2,Fraud
5943,6,2,3,1,Normal
6574,80,3,1,1,Fraud
4519,25,1,1,3,Fraud
1730,147,2,1,2,Normal
7674,170,2,3,3,Normal
6441,229,1,2,1,Fraud
7639,115,3,1,1,Normal
7381,75,1,3,2,Fraud
6755,60,1,3,3,Normal
6188,304,3,1,2,Fraud
4971,279,2,1,1,Fraud
9807,183,1,3,1,Normal
3161,243,1,2,2,Fraud
4696,8,2,3,3,Normal
2651,6,1,3,2,Normal
9239,300,1,3,3,Normal
3960,202,3,3,1,Normal
6494,12,2,1,2,Fraud
8792,65,2,2,1,Normal
1790,259,1,2,1,Fraud
6611,211,1,3,1,Normal
5493,280,3,2,3,Fraud
3599,190,3,1,1,Fraud
9895,78,2,1,2,Fraud
4273,121,3,3,2,Normal
4735,212,2,2,3,Fraud
3240,296,2,3,1,Fraud
1925,122,1,2,3,Fraud
7878,53,1,3,1,Normal
5352,135,1,1,1,Fraud
4367,217,1,1,3,Fraud
5402,18,1,1,1,Normal
1155,186,2,2,3,Normal
5718,180,2,2,3,Fraud
9441,3,3,3,3,Normal
2420,99,2,1,1,Fraud
9776,287,1,3,2,Fraud
3481,273,3,1,3,Normal
4795,121,2,2,2,Normal
7750,149,1,1,2,Normal
3898,225,1,3,1,Normal
7835,73,3,3,1,Normal
2809,12,2,1,2,Fraud
9676,251,1,3,1,Fraud
9073,211,3,2,2,Normal
1798,54,2,3,3,Normal
2253,86,1,1,1,Normal
8649,81,3,3,3,Normal
9622,157,2,1,1,Normal
5674,72,3,1,1,Fraud
6750,137,1,3,1,Fraud
6189,217,2,3,3,Normal
7896,313,2,2,2,Fraud
7452,277,2,1,2,Fraud
8833,42,1,1,3,Normal
9211,268,3,1,3,Normal
2431,217,1,3,1,Fraud
1635,282,3,2,3,Normal
2332,226,1,2,1,Normal
3811,105,1,2,1,Normal
2043,39,2,1,2,Normal
6956,6,2,1,2,Fraud
6279,100,2,1,2,Fraud
4632,133,2,3,1,Normal
9283,35,1,3,3,Fraud
7609,36,1,1,3,Normal
6722,293,2,3,2,Normal
8400,182,1,2,1,Normal
1381,148,3,1,3,Normal
6439,101,1,2,2,Fraud
8333,115,1,1,1,Fraud
7299,192,3,1,2,Fraud
1545,294,3,3,1,Fraud
9148,4,3,2,2,Normal
7352,107,3,1,3,Normal
3624,119,2,3,1,Fraud
7396,239,3,2,2,Fraud
3399,117,3,1,3,Fraud
8245,45,1,3,3,Normal
1468,1,3,1,2,Fraud
1415,209,2,3,2,Fraud
8435,192,1,2,2,Fraud
2000,74,1,1,3,Fraud
8623,99,2,1,2,Normal
1867,101,3,1,1,Fraud
8606,133,3,1,1,Normal
4400,222,1,2,3,Fraud
6383,112,2,3,3,Normal
4170,264,1,3,1,Normal
2158,157,1,1,1,Fraud
4306,198,2,3,2,Normal
3126,202,2,2,2,Normal
7773,283,3,3,3,Fraud
4210,42,1,1,3,Fraud
8339,198,3,2,2,Fraud
9743,32,2,3,2,Normal
8139,2,2,1,2,Normal
9829,314,2,2,3,Fraud
2859,250,2,2,3,Normal
5832,201,2,1,3,Fraud
2779,10,3,2,1,Normal
3166,25,2,3,3,Fraud
4167,309,2,3,1,Normal
1693,7,2,1,1,Normal
9080,284,2,2,3,Normal
4823,80,1,2,2,Fraud
1506,154,2,2,3,Normal
8709,14,2,3,1,Fraud
9632,141,3,2,1,Normal
7500,186,3,2,3,Normal
7339,156,3,3,3,Fraud
5562,172,1,2,2,Fraud
8639,98,1,1,1,Normal
2621,63,2,2,2,Fraud
5389,95,2,1,1,Normal
8876,127,3,2,3,Normal
4627,243,3,1,2,Normal
1156,234,2,1,2,Fraud
5637,69,3,2,1,Normal
8374,158,1,2,1,Fraud
3493,93,2,3,1,Fraud
8744,148,3,2,1,Normal
4348,280,2,3,1,Normal
3817,232,1,1,1,Normal
6234,244,2,3,1,Normal
4597,5,2,2,3,Normal
9073,211,3,3,1,Normal
1664,159,3,1,3,Normal
4110,89,1,1,1,Fraud
3144,17,3,2,3,Normal
1578,177,2,3,2,Normal
9506,25,1,3,3,Fraud
8537,243,1,2,2,Fraud
2075,204,1,3,2,Fraud
1851,37,3,1,2,Normal
7171,255,1,2,2,Normal
2389,252,2,1,3,Normal
3342,226,2,2,1,Normal
2852,305,1,3,3,Fraud
3210,9,1,2,1,Normal
3573,282,1,2,2,Normal
6016,76,2,3,1,Fraud
3406,124,3,1,1,Fraud
6525,131,3,3,2,Fraud
7244,297,3,1,3,Fraud
7230,105,3,1,3,Fraud
4569,183,1,1,1,Fraud
8551,276,1,1,1,Normal
2140,95,2,2,1,Normal
1079,242,3,1,2,Normal
9316,146,3,1,2,Fraud
2480,130,1,1,1,Fraud
7156,309,3,2,1,Fraud
5493,179,2,1,2,Normal
5383,7,2,3,2,Normal
2312,144,2,3,2,Normal
1981,252,1,1,1,Normal
7971,52,2,3,3,Normal
8109,313,3,1,3,Fraud
8192,98,3,3,1,Normal
7204,7,2,1,3,Normal
7053,91,3,1,2,Normal
6232,193,2,2,1,Fraud
6191,31,3,1,2,Normal
6351,281,3,1,1,Fraud
6418,250,2,1,3,Normal
1607,88,2,1,3,Fraud
4286,173,3,1,3,Fraud
9106,308,2,2,2,Fraud
2339,289,3,3,3,Normal
2174,126,2,2,3,Normal
8604,235,1,2,2,Normal
9433,12,2,2,2,Fraud
5968,194,1,3,2,Normal
7094,262,3,3,2,Fraud
1680,309,2,1,2,Fraud
3442,1,2,3,2,Normal
2754,118,2,2,2,Normal
9187,39,2,2,1,Normal
7497,50,1,3,2,Normal
5222,203,2,1,2,Fraud
9520,261,2,2,3,Normal
4732,29,1,1,3,Fraud
7639,244,1,3,1,Normal
5578,80,1,2,1,Normal
3875,267,1,2,2,Fraud
4158,158,2,2,1,Normal
1472,286,2,1,1,Normal
9038,196,3,1,3,Fraud
3031,152,2,3,1,Normal
5694,51,2,1,3,Fraud
3522,211,3,3,2,Normal
6138,116,3,2,3,Fraud
3199,98,3,3,3,Fraud
7957,30,1,1,2,Normal
4415,1,3,1,2,Fraud
1029,143,1,3,1,Fraud
4802,224,3,1,2,Normal
1652,217,2,1,2,Normal
8656,262,3,3,3,Normal
4805,202,2,1,1,Normal
4427,236,2,1,3,Normal
6609,261,3,2,3,Fraud
3282,303,3,1,3,Normal
6185,191,2,3,1,Normal
2626,202,3,2,3,Normal
1295,124,3,2,2,Fraud
4318,192,3,2,2,Fraud
9635,207,1,3,3,Fraud
2489,175,1,1,3,Fraud
1314,9,1,2,1,Normal
9296,278,3,2,2,Normal
1731,92,3,3,2,Fraud
7896,54,1,1,3,Normal
7928,22,2,3,2,Normal
2807,17,3,3,2,Fraud
3261,90,1,3,3,Normal
5559,278,2,3,2,Normal
7988,271,2,2,1,Fraud
1105,43,2,2,1,Normal
6810,107,2,1,3,Normal
6391,208,2,1,1,Fraud
8925,76,1,1,2,Fraud
1309,225,1,2,2,Fraud
9041,37,3,3,3,Normal
1342,273,2,1,3,Fraud
5540,203,3,1,1,Fraud
8452,193,1,1,3,Fraud
1657,158,3,1,1,Normal
6292,108,2,2,2,Normal
7244,302,2,2,3,Fraud
9951,22,2,2,3,Fraud
6683,41,2,2,2,Normal
9866,296,3,1,2,Fraud
5208,238,3,3,1,Fraud
3132,141,2,3,2,Fraud
1080,285,3,2,1,Normal
1873,205,3,2,2,Fraud
8208,84,3,2,2,Fraud
9987,269,1,1,1,Normal
4202,139,3,3,1,Normal
6790,40,3,3,2,Normal
6414,174,1,3,2,Normal
9983,313,1,3,2,Fraud
8417,211,2,2,3,Normal
3499,111,3,3,3,Fraud
7769,113,3,3,1,Fraud
7422,55,1,2,1,Fraud
7350,225,1,1,2,Fraud
3957,213,1,1,2,Normal
8274,312,2,3,1,Fraud
4315,21,3,3,2,Fraud
4391,64,2,2,3,Normal
4266,104,3,3,1,Fraud
4001,159,2,1,1,Normal
2470,67,3,1,3,Fraud
9704,231,2,3,2,Fraud
2284,285,2,1,1,Fraud
8059,88,3,1,2,Normal
6888,30,3,1,3,Fraud
6928,36,1,3,2,Normal
9309,215,1,2,3,Fraud
3227,302,1,3,1,Normal
6765,208,1,1,2,Fraud
2113,295,1,1,2,Normal
2415,22,2,2,1,Normal
7179,115,2,1,1,Normal
6239,253,2,1,1,Fraud
5038,160,1,2,3,Fraud
7186,269,2,1,2,Fraud
9082,248,2,3,2,Fraud
8878,231,2,3,3,Fraud
5211,147,3,2,2,Fraud
3582,74,3,1,2,Fraud
3163,143,3,2,2,Fraud
1788,291,1,2,2,Normal
7979,255,3,1,3,Normal
8323,209,2,3,2,Fraud
2130,53,2,1,1,Fraud
1238,124,3,3,1,Normal
7680,67,3,2,1,Fraud
1780,115,3,2,3,Fraud
1836,69,1,3,1,Normal
4295,32,2,2,1,Normal
6498,307,2,1,1,Fraud
6787,315,3,2,3,Fraud
2696,163,1,3,1,Normal
2207,25,1,1,1,Normal
7110,277,1,2,3,Normal
1030,213,1,2,3,Normal
2160,28,2,1,2,Normal
3485,159,1,3,3,Fraud
7060,120,1,2,1,Fraud
8611,242,2,1,2,Normal
9580,93,1,1,3,Fraud
5953,134,3,3,2,Fraud
7036,100,2,3,3,Normal
7973,305,3,3,2,Fraud
6608,133,3,1,1,Fraud
5469,214,3,2,3,Fraud
3806,271,3,2,3,Fraud
4005,181,3,2,3,Normal
5023,119,2,2,1,Fraud
1371,284,3,2,2,Fraud
1728,273,3,1,1,Normal
1512,60,3,1,2,Fraud
9824,172,1,1,2,Fraud
7028,61,3,1,3,Normal
3206,30,3,3,3,Fraud
8032,181,2,2,2,Normal
9930,221,2,1,3,Normal
5348,68,3,3,3,Fraud
6020,9,3,3,3,Normal
5388,97,3,1,1,Normal
5633,209,1,3,2,Fraud
2638,139,1,1,2,Fraud
3407,17,1,1,1,Fraud
8458,263,1,1,2,Fraud
8861,109,1,3,1,Fraud
9839,167,1,3,1,Fraud
1854,171,3,1,2,Fraud
9154,5,2,2,3,Fraud
1189,234,3,1,3,Fraud
7781,289,3,2,3,Normal
9442,198,3,3,3,Normal
4352,188,2,2,1,Normal
7708,71,2,1,1,Normal
5735,3,1,2,3,Normal
4515,37,2,1,3,Fraud
3556,56,1,3,1,Fraud
5063,85,2,3,1,Normal
8783,122,2,2,1,Fraud
3653,200,2,3,3,Fraud
7587,180,1,3,1,Normal
5621,4,3,1,1,Fraud
9737,185,2,1,2,Normal
7334,242,3,2,1,Fraud
7187,154,1,3,3,Normal
4666,23,1,2,2,Normal
6480,89,1,2,1,Normal
2611,227,2,2,2,Normal
4155,276,3,1,1,Fraud
1458,187,1,1,1,Fraud
1650,173,3,2,3,Fraud
3070,53,1,1,3,Normal
1204,195,3,1,1,Normal
7703,243,2,1,1,Fraud
7810,3,1,2,1,Normal
2015,279,1,2,3,Normal
2171,149,1,2,2,Normal
8664,209,1,1,1,Fraud
2783,4,2,3,1,Fraud
1170,66,2,1,3,Fraud
6038,34,2,2,1,Normal
8428,232,3,3,3,Fraud
8854,219,2,2,2,Normal
9780,35,3,3,3,Fraud
1633,266,3,3,2,Normal
6144,237,3,1,1,Fraud
6046,151,1,2,1,Normal
1265,272,1,1,1,Normal
1273,217,3,3,1,Fraud
7451,76,1,3,3,Fraud
7543,129,3,1,3,Fraud
9474,115,1,1,3,Fraud
1112,141,1,2,2,Normal
7993,118,3,2,2,Fraud
8423,195,1,2,2,Fraud
2250,123,1,2,1,Normal
6757,310,3,3,1,Fraud
7805,26,2,2,2,Normal
2387,39,2,1,2,Fraud
8873,279,3,3,1,Normal
8721,200,1,3,3,Fraud
9734,73,1,3,3,Fraud
5133,34,2,2,1,Normal
4689,189,1,1,2,Normal
2708,82,3,3,3,Fraud
6938,112,1,3,2,Normal
4583,237,2,2,2,Fraud
2339,306,1,2,3,Fraud
1010,187,2,2,2,Normal
4567,121,1,2,3,Normal
8364,84,1,1,1,Fraud
6841,99,2,2,1,Fraud
9152,105,1,3,3,Normal
5275,42,1,3,2,Normal
2446,159,1,2,2,Normal
1423,228,3,1,1,Normal
5767,283,2,2,1,Fraud
5197,101,3,1,2,Fraud
6010,250,3,3,1,Fraud
8415,58,1,1,3,Normal
2442,210,1,2,3,Fraud
3413,186,3,1,1,Normal
9768,97,1,1,2,Normal
9732,155,1,2,3,Normal
9969,62,3,3,2,Fraud
2133,80,2,1,2,Normal
2277,56,1,1,1,Fraud
6492,110,1,1,3,Normal
4791,221,1,1,2,Normal
3261,233,1,2,1,Fraud
8976,168,1,1,3,Fraud
6999,57,1,1,3,Normal
7215,275,2,2,3,Normal
8123,312,1,2,3,Fraud
7720,283,3,1,3,Normal
9751,9,2,1,3,Fraud
2424,275,2,3,1,Normal
5559,91,2,2,2,Fraud
6472,233,1,2,1,Normal
2929,141,2,1,1,Fraud
9299,281,1,1,3,Fraud
2047,250,1,2,3,Fraud
5840,135,1,2,3,Normal
6317,16,2,3,3,Fraud
2450,38,3,2,2,Fraud
6098,202,1,1,3,Normal
4472,220,2,2,1,Normal
8857,253,3,3,2,Fraud
5068,216,3,2,2,Normal
9291,241,2,2,2,Normal
1290,72,3,3,3,Normal
7261,172,1,2,1,Fraud
4880,282,1,1,3,Normal
5012,95,3,3,1,Fraud
8438,113,2,1,2,Normal
8382,40,3,1,3,Fraud
7479,313,2,3,3,Fraud
7733,105,2,1,2,Fraud
7218,155,2,3,2,Fraud
1090,259,3,1,1,Normal
5200,95,1,2,3,Normal
8793,21,1,2,1,Fraud
